Name,Platform,Genre,Global_Sales
Point Perfect,PC,Action,N/A
Pokémon Rumble,WW,Action,N/A
Polar Games,PC,Action,N/A
Polaris Rebellion,PC,Action,N/A
PondScum,Ouya,Action,N/A
PondScum,And,Action,N/A
Pooyan,2600,Action,N/A
Pop Island,DSiW,Action,N/A
Pop Town,DS,Action,N/A
Postal III,X360,Action,N/A
Power Factor,Lynx,Action,N/A
Power Fighters,PS2,Action,N/A
Power Rangers: Super Legends,PC,Action,N/A
Power Rangers: Time Force,PC,Action,N/A
Power Rangers: Time Force,GB,Action,N/A
Power Stone Collection,PSN,Action,N/A
Powerpuff Girls: Defenders of Townsville,And,Action,N/A
Powerpuff Girls: Defenders of Townsville,PC,Action,N/A
Poy Poy 2,PS,Action,N/A
Prank'd,DS,Action,N/A
Predator,NES,Action,N/A
Predator,AST,Action,N/A
Predator,ACPC,Action,N/A
Predator,ZXS,Action,N/A
Predator,Amig,Action,N/A
Predator 2,GG,Action,N/A
Predator 2,MS,Action,N/A
Predator 2,GEN,Action,N/A
Predator 2,ZXS,Action,N/A
Predator 2,MSD,Action,N/A
Predator 2,AST,Action,N/A
Predator 2,ACPC,Action,N/A
Predator 2,Amig,Action,N/A
Prince of Persia,GG,Action,N/A
Prince of Persia,GEN,Action,N/A
Prince of Persia,MS,Action,N/A
Prince of Persia 3D,PC,Action,N/A
Prince of Persia Trilogy,PS2,Action,N/A
Prince of Persia Trilogy,PSN,Action,N/A
Prince of Persia Trilogy,XBL,Action,N/A
Prince of Persia: Rival Swords,PSN,Action,N/A
Prince of Persia: The Forgotten Sands,PSN,Action,N/A
Prince of Persia: The Forgotten Sands,XBL,Action,N/A
Prince of Persia: The Sands of Time HD,PSN,Action,N/A
Prince of Persia: The Sands of Time HD,XBL,Action,N/A
Prince of Persia: The Two Thrones HD,PSN,Action,N/A
Prince of Persia: The Two Thrones HD,XBL,Action,N/A
Prince of Persia: Warrior Within HD,PSN,Action,N/A
Prince of Persia: Warrior Within HD,XBL,Action,N/A
Princess Blue: Hime Kishi Monogatari,GBA,Action,N/A
"Princess Natasha: Student, Secret Agent, Princess",GBA,Action,N/A
Prison Break: The Conspiracy,XBL,Action,N/A
Private Eye,2600,Action,N/A
Privateer 2: The Darkening,PC,Action,N/A
Probability 0,PC,Action,N/A
Professional Farmer 2016,XOne,Action,N/A
Professional Farmer 2016,PC,Action,N/A
Professor Fizzwizzle,PC,Action,N/A
Project Alpha,XBL,Action,N/A
Project Draco,X360,Action,N/A
Project H.A.M.M.E.R.,Wii,Action,N/A
Project IGI: I'm Going In,PC,Action,N/A
Project Stormos,MS,Action,N/A
Project Stormos,PC,Action,N/A
Prophecy: The Viking Child,GB,Action,N/A
Protect Me Knight: Mamotte Kishi,XBL,Action,N/A
Proxy Blade Zero,X360,Action,N/A
Proxy Blade Zero,PC,Action,N/A
Psichodelya,Linux,Action,N/A
Psichodelya,OSX,Action,N/A
Psichodelya,PC,Action,N/A
Psychic World,GG,Action,N/A
Psychic World,MS,Action,N/A
Psychonauts in the Rhombus of Ruin,PS4,Action,N/A
PukuPuku Tennen Kairanban,GBA,Action,N/A
Pure Evil 2-Pack,GC,Action,N/A
Pure Girl,DS,Action,N/A
Puss 'N Boots,3DS,Action,N/A
Putt-Putt and Pep's Balloon-o-Rama,PC,Action,N/A
Pyuu to Fuku! Jaguar Byuu to Deru! Megane-Kun,GBA,Action,N/A
Q*bert: Rebooted,Linux,Action,N/A
Q*bert: Rebooted,OSX,Action,N/A
Q*bert: Rebooted,PC,Action,N/A
Q*bert: Rebooted,PS3,Action,N/A
Q*bert: Rebooted,PSV,Action,N/A
Q*bert: Rebooted,PS4,Action,N/A
Quadrun,2600,Action,N/A
Quest For Quintana Roo,2600,Action,N/A
Quest for Quintana Roo,5200,Action,N/A
Quick Step,2600,Action,N/A
Qurare: Magic Library,PS4,Action,N/A
Qvadriga,PC,Action,N/A
R.U.S. Real Ufo Simulator,And,Action,N/A
Rabbit Transit,2600,Action,N/A
Racer Pack: Masters of the Air & Road,PC,Action,N/A
Radar,2600,Action,N/A
Radar Lock,2600,Action,N/A
Radar Mission (3DS VC),3DS,Action,N/A
Radical Rex,SNES,Action,N/A
Radical Rex,SCD,Action,N/A
RADical ROACH Remastered,PC,Action,N/A
Raft Rider,2600,Action,N/A
Raging Blades,PS2,Action,N/A
Raging Fighter,GB,Action,N/A
Raibuon DS,DS,Action,N/A
Raid 2020,NES,Action,N/A
Raiden V,XOne,Action,N/A
Ram It,2600,Action,N/A
Rampage,NES,Action,N/A
Rampage,7800,Action,N/A
Rampage,Lynx,Action,N/A
Rampage,MS,Action,N/A
Rampage 2: Universal Tour,GB,Action,N/A
Rampage World Tour,SAT,Action,N/A
Rampage World Tour,GB,Action,N/A
Rampage World Tour,PC,Action,N/A
Rampage World Tour,PSN,Action,N/A
Ranma 1/2,PCE,Action,N/A
Raptor: Call of the Shadows,PC,Action,N/A
Rastan Saga,GG,Action,N/A
Rastan Saga II,PCE,Action,N/A
Rastan Saga II,VC,Action,N/A
Ratchet & Clank: Size Matters,PSN,Action,N/A
Rats!,GB,Action,N/A
RDF Global Conflict,SCD,Action,N/A
Re-Mission,PC,Action,N/A
Realms of the Haunting,PC,Action,N/A
Reassembly,PC,Action,N/A
Recca no Honoo,GBA,Action,N/A
Recruits,PC,Action,N/A
Red Dead Redemption,XBL,Action,N/A
Red Dead Redemption,PSN,Action,N/A
Red Dead Redemption: Legends & Killers,XBL,Action,N/A
Red Dead Redemption: Legends & Killers,PSN,Action,N/A
Red Dead Redemption: Liars & Cheats,PSN,Action,N/A
Red Dead Redemption: Liars & Cheats,XBL,Action,N/A
Red Dead Redemption: Outlaws to the End,PSN,Action,N/A
Red Dead Redemption: Outlaws to the End,XBL,Action,N/A
Red Dead Redemption: Undead Nightmare,PSN,Action,N/A
Red Dead Redemption: Undead Nightmare,XBL,Action,N/A
Red Dog: Superior Firepower,DC,Action,N/A
Red Faction: Battlegrounds,PSN,Action,N/A
Red Faction: Battlegrounds,XBL,Action,N/A
Red Zone,GEN,Action,N/A
Redd: The Lost Temple,XBL,Action,N/A
Reign Of Kings,PC,Action,N/A
Rekishi Taisen Gettenka: Tenkaichi Battle Royale,DS,Action,N/A
Relaxuma na Mainichi,GBA,Action,N/A
Relic Hunters Zero,PC,Action,N/A
Relic Raider,XBL,Action,N/A
Reloaded,PSN,Action,N/A
Renegade,VC,Action,N/A
Renegade,MS,Action,N/A
Renegade,NES,Action,N/A
Rengoku II: The Stairway to H.E.A.V.E.N.,PSN,Action,N/A
Rengoku: The End of the Century,PS3,Action,N/A
Rengoku: The Tower of Purgatory,PSN,Action,N/A
Rent A Hero,PC,Action,N/A
Rent A Hero No.1,DC,Action,N/A
Rent A Hero No.1,XB,Action,N/A
Requiem Hurts,PC,Action,N/A
Rescue Heroes: Fire Frenzy,GB,Action,N/A
Rescue Mission,MS,Action,N/A
Rescue on Fractalus,5200,Action,N/A
Rescue Terra I,2600,Action,N/A
Reservoir Dogs,XB,Action,N/A
Reservoir Dogs,PS2,Action,N/A
Resident Evil,PC,Action,N/A
Resident Evil (Remake),PS3,Action,N/A
Resident Evil 2,DC,Action,N/A
Resident Evil 2,PC,Action,N/A
Resident Evil 2,PSN,Action,N/A
Resident Evil 3: Nemesis,DC,Action,N/A
Resident Evil 3: Nemesis,PSN,Action,N/A
Resident Evil 4,S32X,Action,N/A
Resident Evil 4 HD,PSN,Action,N/A
Resident Evil 4 HD,XBL,Action,N/A
Resident Evil 5,XBL,Action,N/A
Resident Evil 5: Desperate Escape,PSN,Action,N/A
Resident Evil 5: Desperate Escape,XBL,Action,N/A
Resident Evil 5: Gold Edition,PSN,Action,N/A
Resident Evil 5: Lost in Nightmares,PSN,Action,N/A
Resident Evil 5: Lost in Nightmares,XBL,Action,N/A
Resident Evil Gaiden,GB,Action,N/A
Resident Evil: 10th Anniversary Collection,GC,Action,N/A
Resident Evil: Code Veronica X HD,PSN,Action,N/A
Resident Evil: Code Veronica X HD,XBL,Action,N/A
Resident Evil: Revelations 2,PC,Action,N/A
Resident Evil: The Essentials,PS2,Action,N/A
Resident Evil: The Umbrella Chronicles,PS3,Action,N/A
Retro City Rampage,WW,Action,N/A
Retro City Rampage,XBL,Action,N/A
Retro One,XBL,Action,N/A
Retrobooster,PC,Action,N/A
Retrobooster,Linux,Action,N/A
Retrocade: DataStream Y2K600,XBL,Action,N/A
Revenge of Defender,PC,Action,N/A
Revenge of the Ball,XBL,Action,N/A
Revenge of The Beefsteak Tomatoes,2600,Action,N/A
Revenge of the Ninja,SCD,Action,N/A
Revenge of the Wounded Dragons,PSN,Action,N/A
Rex Rocket,PC,Action,N/A
Rex Ronan: Experimental Surgeon,SNES,Action,N/A
Rhyme Rider Kerorican,WS,Action,N/A
Rhythm Destruction,PC,Action,N/A
Ricochet,PC,Action,N/A
Ricochet HD,PSN,Action,N/A
Riddle of The Sphinx,2600,Action,N/A
Ride to Hell,PC,Action,N/A
Ridiculous Fishing,iOS,Action,N/A
Rika-Chan 3DS,3DS,Action,N/A
Riot Zone,VC,Action,N/A
Riot Zone,PCE,Action,N/A
Rise of the Guardians: The Video Game,WiiU,Action,N/A
Rise of the Guardians: The Video Game,X360,Action,N/A
Rise of the Guardians: The Video Game,3DS,Action,N/A
Rise of the Guardians: The Video Game,PS3,Action,N/A
Rise of the Ravager,X360,Action,N/A
Rise of the Ravager,PC,Action,N/A
Rise of the Ravager,Linux,Action,N/A
Rival Knights,And,Action,N/A
Rival Turf!,SNES,Action,N/A
Rival Turf!,VC,Action,N/A
River City Ransom,NES,Action,N/A
River City Ransom,VC,Action,N/A
River City Ransom,WiiU,Action,N/A
River City Ransom,3DS,Action,N/A
River City Ransom 2,WW,Action,N/A
River City Super Sports Challenge: All-Star Special,PS3,Action,N/A
River Patrol,2600,Action,N/A
Road Runner,2600,Action,N/A
Road Runner,NES,Action,N/A
Robbit Mon Dieu,PS,Action,N/A
Robin Hood,2600,Action,N/A
Robin Hood,GB,Action,N/A
Robin Hood: Prince of Thieves,NES,Action,N/A
Robin Hood: Prince of Thieves,GB,Action,N/A
Robo Army,NG,Action,N/A
Robo Army (CD),NG,Action,N/A
Robo Warrior,NES,Action,N/A
Robo-Squash,Lynx,Action,N/A
Robokill: Titan Prime,MS,Action,N/A
Robot Commando Raid,2600,Action,N/A
Robot Girls Z: Furubokko Battle,And,Action,N/A
Robot Tank,2600,Action,N/A
Robot Unicorn Attack,PC,Action,N/A
Robots,GBA,Action,N/A
Robots,PC,Action,N/A
Roc'N Rope,2600,Action,N/A
Rochard,PSN,Action,N/A
Rock & Roll Climber,WW,Action,N/A
Rock 'N Roll Escape,2600,Action,N/A
Rock of Ages II: Bigger and Boulder,XOne,Action,N/A
Rock of Ages II: Bigger and Boulder,PS4,Action,N/A
Rock of Ages II: Bigger and Boulder,PC,Action,N/A
Rocket Fart,XBL,Action,N/A
Rocket Ranger,NES,Action,N/A
Rocket Ranger,PC,Action,N/A
Rocket Riot,XBL,Action,N/A
Rocketbirds: Hardboiled Chicken,PSN,Action,N/A
RockMan Power Battle Fighters,PS2,Action,N/A
Rockman World (3DS VC),3DS,Action,N/A
Rogue Legacy,PS3,Action,N/A
Rogue Legacy,PS4,Action,N/A
Rogue Legacy,PSV,Action,N/A
Rogue Legacy,XOne,Action,N/A
Roller Angels: Pasha to Daisakusen,DS,Action,N/A
Rolling Thunder 3,GEN,Action,N/A
Room of Doom,2600,Action,N/A
Root Beer Tapper,XBL,Action,N/A
Royal Defenders,And,Action,N/A
RPG Soul Historica,And,Action,N/A
Rugby Challenge 2: The Lions Tour Edition,PC,Action,N/A
Rugby Challenge 2: The Lions Tour Edition,PS3,Action,N/A
Rugby Challenge 2: The Lions Tour Edition,X360,Action,N/A
Rugby League Live 2,PS3,Action,N/A
Rugby League Live 2,X360,Action,N/A
Rugrats in Paris: The Movie,GB,Action,N/A
"Run, Jesus Run!",PC,Action,N/A
Rune: Halls of Valhalla,PC,Action,N/A
Running Battle,MS,Action,N/A
S.I.M.I.S.,Lynx,Action,N/A
S.T.U.N. Runner,Lynx,Action,N/A
Saban's Power Rangers: Lightspeed Rescue,GB,Action,N/A
Saban's Power Rangers: Lightspeed Rescue,PC,Action,N/A
Saber Rider and the Star Sheriffs,3DS,Action,N/A
Saber Rider and the Star Sheriffs,PSN,Action,N/A
Saber Rider and the Star Sheriffs,XBL,Action,N/A
Saber Rider and the Star Sheriffs,Wii,Action,N/A
Saint Seiya: Typing Ryu Sei Ken,PC,Action,N/A
Saint Sword,GEN,Action,N/A
Saints Row,XBL,Action,N/A
Saints Row 2,XBL,Action,N/A
Saints Row 2,PSN,Action,N/A
Saints Row 2: Corporate Warfare,PSN,Action,N/A
Saints Row 2: Corporate Warfare,XBL,Action,N/A
Saints Row 2: The Unkut Pack,PSN,Action,N/A
Saints Row 2: The Unkut Pack,XBL,Action,N/A
Saints Row 2: Ultor Exposed,PSN,Action,N/A
Saints Row 2: Ultor Exposed,XBL,Action,N/A
Saints Row Double Pack,X360,Action,N/A
Saints Row: Gat out of Hell,X360,Action,N/A
Saka no Gabaibaa-Chan,DS,Action,N/A
Sakigake!! Kuromati Koukou: Kore wa Hyottoshite Game Nanoka!? Hen,PS2,Action,N/A
Sakigake!! Otokojuku: Meikoushima Kessen,GB,Action,N/A
Sakigake!! Otokojuku: Shippu Ichi Gou Sei,NES,Action,N/A
Sakuna: Of Rice and Ruin,PS4,Action,N/A
Sakuna: Of Rice and Ruin,PC,Action,N/A
Sakura Momoko no UkiUki Carnival,GBA,Action,N/A
Sakura Samurai: Art of the Sword,3DS,Action,N/A
Salary Man Champ: Tatakau Salary Man,PS,Action,N/A
Salary Man Champ: Tatakau Salary Man,PSN,Action,N/A
Salt and Sanctuary,PSV,Action,N/A
Salt and Sanctuary,PS4,Action,N/A
Samurai Deeper Kyo,GBA,Action,N/A
Samurai Kid,GB,Action,N/A
Samurai Sword Destiny,3DS,Action,N/A
Samurai Warriors 2,PC,Action,N/A
Samurai Warriors 4-II,PC,Action,N/A
Samurai Warriors: State of War,PSN,Action,N/A
Samurai-Ghost,PCE,Action,N/A
Samurai-Ghost,VC,Action,N/A
Sanrio Puro Land All-Stars,GBA,Action,N/A
Saru! Get You! SaruSaru Daisakusen,PSN,Action,N/A
SBARG,WinP,Action,N/A
Scalebound,XOne,Action,N/A
Scallywags,XBL,Action,N/A
Scan Hunter,GBA,Action,N/A
Scarygirl,PS3,Action,N/A
Schizoid,XBL,Action,N/A
School Bus Fun,PC,Action,N/A
Scott Pilgrim vs. The World,PSN,Action,N/A
Scott Pilgrim vs. The World,XBL,Action,N/A
Scrapyard Dog,7800,Action,N/A
Scrapyard Dog,Lynx,Action,N/A
Screwjumper!,XBL,Action,N/A
Scuba Diver,2600,Action,N/A
SD Gundam: Winner's History,GG,Action,N/A
SD The Great Battle,SNES,Action,N/A
SD Ultra Battle: Ultraman Densetsu,SNES,Action,N/A
Sea Battle,2600,Action,N/A
Sea Blast,XBL,Action,N/A
Sea Hunt,2600,Action,N/A
Sea Monster,2600,Action,N/A
Seal of the Pharaoh,3DO,Action,N/A
Seaquest,2600,Action,N/A
seaQuest DSV,SNES,Action,N/A
seaQuest DSV,GB,Action,N/A
seaQuest DSV,GEN,Action,N/A
Search & Destroy,PS2,Action,N/A
Second Samurai,GEN,Action,N/A
Secret Agent Barbie,PC,Action,N/A
Secret Quest,2600,Action,N/A
Secret Service: Ultimate Sacrifice,PC,Action,N/A
Section 8: Prejudice - Frontier Colonies Map Pack,PC,Action,N/A
Section 8: Prejudice - Frontier Colonies Map Pack,PSN,Action,N/A
Section 8: Prejudice - Frontier Colonies Map Pack,XBL,Action,N/A
Section 8: Prejudice - Overdrive Map Pack,PC,Action,N/A
Section 8: Prejudice - Overdrive Map Pack,XBL,Action,N/A
Sega Ages 2500 Series Vol. 11: Hokuto no Ken,PS2,Action,N/A
Sega Ages 2500 Series Vol. 14: Alien Syndrome,PS2,Action,N/A
Sega Ages 2500 Series Vol. 5: Golden Axe,PS2,Action,N/A
Seicross,NES,Action,N/A
Seicross,VC,Action,N/A
Sengoku 3,NG,Action,N/A
Sengoku Basara: Battle Heroes,PSN,Action,N/A
Sengoku Denshou,SCD,Action,N/A
Sengoku Kakumei Gaiden,GBA,Action,N/A
Sengoku Musou 2 with Moushouden,X360,Action,N/A
Sengoku Turb,DC,Action,N/A
Sentinel,7800,Action,N/A
Sentinel,2600,Action,N/A
Sentouin: Yamada Hajime,GBA,Action,N/A
Serious Sam: Kamikaze Attack,PC,Action,N/A
Serpent,GB,Action,N/A
Seven Symbols,PC,Action,N/A
Sgt. Rock: On the Frontline,GB,Action,N/A
Shadow Man,DC,Action,N/A
Shadow Man,PC,Action,N/A
Shadow of the Beast II,GEN,Action,N/A
Shadow of the Beast II,SCD,Action,N/A
Shakedown Hawaii,PSV,Action,N/A
Shakedown Hawaii,PS4,Action,N/A
Shakedown Hawaii,3DS,Action,N/A
Shakedown Hawaii,PC,Action,N/A
Shamus,GB,Action,N/A
Shank,XBL,Action,N/A
Shank,PC,Action,N/A
Shank,PSN,Action,N/A
Shank 2,PC,Action,N/A
Shank 2,PS3,Action,N/A
Shank 2,X360,Action,N/A
Shaq-Fu: A Legend Reborn,PC,Action,N/A
Shardscape Assault,XBL,Action,N/A
Shark Tale,PC,Action,N/A
Sheep Defense,PSN,Action,N/A
Sheep Happens,PC,Action,N/A
Shellshock,SAT,Action,N/A
Shellshock,PC,Action,N/A
Shelly Club,GB,Action,N/A
Shien's Revenge,SNES,Action,N/A
Shiju Hachi,PS2,Action,N/A
Shikigami no Shiro: Nanayozuki Gensoukyoku,PS2,Action,N/A
Shin Chan: Aventuras en Cineland,GBA,Action,N/A
Shin Nekketsu Kouha: Kunio Tachi no Banka,SNES,Action,N/A
Shin Sangoku Musou 4 Special,PC,Action,N/A
Shin Sangoku Musou Online: Ryuujin Ranbu,PS3,Action,N/A
Shinigami Oni,3DS,Action,N/A
Shinobi (Arcade),VC,Action,N/A
Shinobi III: Return of the Ninja Master,GEN,Action,N/A
Shinobi III: Return of the Ninja Master,VC,Action,N/A
Shinobi Legions,SAT,Action,N/A
Shinobido Takumi,PS2,Action,N/A
Shinobido: Tales of the Ninja,PSN,Action,N/A
Shinobido: Way of the Ninja,PS2,Action,N/A
Shinrei Jusatsushi Taromaru,SAT,Action,N/A
Shinseiki Evangelion: Typing Hokan Keikaku,DC,Action,N/A
Shippuu! Iron Leaguer,GB,Action,N/A
Shogun's Blade,PS2,Action,N/A
Shootin' Gallery,2600,Action,N/A
Shrek Goes Fourth,PS3,Action,N/A
Shrek Goes Fourth,PSP,Action,N/A
Shrek the Third,GBA,Action,N/A
Shrek the Third,XBL,Action,N/A
Shrek the Third,PC,Action,N/A
Shuttle Orbiter,2600,Action,N/A
Sid Meier's Civilization V: Brave New World,PC,Action,N/A
Sid Meier's Civilization V: Gods & Kings,PC,Action,N/A
Sid Meier's Covert Action,PC,Action,N/A
Silent Hill 2,PC,Action,N/A
Silent Hill: Origins,PSN,Action,N/A
Silent Hills,PS4,Action,N/A
Silk to Cotton,GBA,Action,N/A
Simple 1500 Series Vol. 100: The Uchuuhikoushi,PS,Action,N/A
Simple 1500 Series Vol. 57: The Meiro,PS,Action,N/A
Simple 1500 Series Vol. 86: The Onigokko,PS,Action,N/A
Simple 1500 Series Vol. 94: The Cameraman ~Gekisha Boy Omakefu~,PS,Action,N/A
Simple 2000 Series Vol. 110: The Toubou Prisoner,PS2,Action,N/A
Simple 2000 Series Vol. 112: The Tousou Highway 2: Road Warrior 2050,PS2,Action,N/A
Simple 2000 Series Vol. 113: The Tairyou Jigoku,PS2,Action,N/A
Simple 2000 Series Vol. 114: The Onna Okappichi Torimonochou - Oharuchan Go Go Go!,PS2,Action,N/A
Simple 2000 Series Vol. 115: The Roomshare to Iu Seikatsu,PS2,Action,N/A
Simple 2000 Series Vol. 116: The Neko-Mura no Ninnin - Pagu Daikan no Akugyou Sanmai,PS2,Action,N/A
Simple 2000 Series Vol. 118: The Ochimusha - Doemu Samurai Toujou,PS2,Action,N/A
Simple 2000 Series Vol. 59: The Uchuujin to Hanashi Sou!,PS2,Action,N/A
Simple 2000 Series Vol. 98: The Roman Sabou,PS2,Action,N/A
Simple 2000 Series Vol.73: The Saiyuki Saruden,PS2,Action,N/A
Simple 2500 Series Portable!! Vol. 13: The Akuma Hunters - Exorsister,PSP,Action,N/A
Sinbad and the Throne of the Falcon,PC,Action,N/A
Sir Lancelot,2600,Action,N/A
Sitio do Picapau Amarelo,MS,Action,N/A
Skate Boardin': A Radical Adventure,2600,Action,N/A
Skeet Shoot,2600,Action,N/A
Skin Diver,2600,Action,N/A
Skools Out,PC,Action,N/A
Sky Cat,XBL,Action,N/A
Sky Diver,2600,Action,N/A
Sky Jinks,2600,Action,N/A
Sky Jumper Sol,DSiW,Action,N/A
Sky Skipper,2600,Action,N/A
SkyGunner,PS2,Action,N/A
SKYPEACE,3DS,Action,N/A
SkyScraper,Wii,Action,N/A
Skyscraper,PS2,Action,N/A
Skyscraper,PC,Action,N/A
Skytorn,PS4,Action,N/A
Skytorn,Linux,Action,N/A
Skytorn,OSX,Action,N/A
Skytorn,PC,Action,N/A
Slam Bolt Scrappers,PSN,Action,N/A
SLAM: Indie Edition,XBL,Action,N/A
SlashDash,XOne,Action,N/A
Slave Zero,DC,Action,N/A
Slave Zero,PC,Action,N/A
Slider,GG,Action,N/A
Slime World,PCE,Action,N/A
Slogan Logo Quiz,And,Action,N/A
Slopestyle,3DO,Action,N/A
Slot Racers,2600,Action,N/A
Slow Down Bull,PC,Action,N/A
Sly Cooper Collection,PSV,Action,N/A
Small Arms,XBL,Action,N/A
Smurfs Save The Day,2600,Action,N/A
Snail Shot Torpedo,XBL,Action,N/A
Snake's Revenge,NES,Action,N/A
Snake360,XBL,Action,N/A
Snake360 Lite,XBL,Action,N/A
Snakeball,PSN,Action,N/A
Snaker Ace,XBL,Action,N/A
Sneak 'N Peek,2600,Action,N/A
Sneak King,XB,Action,N/A
Sneak King,X360,Action,N/A
Sniper Assault,PS2,Action,N/A
Snoopy & The Red Baron,2600,Action,N/A
Snoopy Concert,SNES,Action,N/A
Snoopy Flying Ace,XBL,Action,N/A
Soaper Coaster,WinP,Action,N/A
Soaring Santa,XBL,Action,N/A
Socom II:  U.S. Navy SEALs,PS2,Action,N/A
Solar,XBL,Action,N/A
Solar Fox,2600,Action,N/A
Solar Jetman: Hunt for the Golden Warpship,NES,Action,N/A
Solar Storm,2600,Action,N/A
Soldier Boyz,PC,Action,N/A
Soldier Front,PC,Action,N/A
Soma,Linux,Action,N/A
Soma,OSX,Action,N/A
Soma,PC,Action,N/A
Somer Assault,PCE,Action,N/A
Son of Nor,OSX,Action,N/A
Son of Nor,Linux,Action,N/A
Son of Nor,PC,Action,N/A
Son of the Lion King,PS2,Action,N/A
Sonic Blast Man,SNES,Action,N/A
Sonic Blast Man II,SNES,Action,N/A
Sonic Dash 2: Sonic Boom,And,Action,N/A
Sonic Shuffle,DC,Action,N/A
Soon Shine,WiiU,Action,N/A
Sorcerer,2600,Action,N/A
Sorcerer's Apprentice,2600,Action,N/A
Soreike! Anpanman: 5tsu no Tou no Ousama,GB,Action,N/A
SOS,SNES,Action,N/A
Soukoban Densetsu: Hikari to Yamo no Kuni,GB,Action,N/A
Soukyuu no Fafner,PSP,Action,N/A
Soul Guardians: Age of Midgard,And,Action,N/A
SoulCraft 2 - League of Angels,And,Action,N/A
SoundX,2600,Action,N/A
South Park,GB,Action,N/A
Space Attack,2600,Action,N/A
Space Canyon,2600,Action,N/A
Space Dungeon,5200,Action,N/A
Space Hack,PC,Action,N/A
Space Hunter,NES,Action,N/A
Space Rebellion,PS2,Action,N/A
Space Shuttle,5200,Action,N/A
Space Shuttle Project,NES,Action,N/A
Space Shuttle: A Journey Into Space,2600,Action,N/A
Space Trader: Merchant Marine,PC,Action,N/A
Space Tunnel,2600,Action,N/A
Space War,2600,Action,N/A
Spacechase,2600,Action,N/A
Spaceman,XBL,Action,N/A
Spacemaster X-7,2600,Action,N/A
Spanky's Quest,GB,Action,N/A
Spankys Quest,SNES,Action,N/A
Spawn,GB,Action,N/A
Spawn: In the Demon's Hand,DC,Action,N/A
Spearfishing,PC,Action,N/A
Spearfishing,XBL,Action,N/A
Spectre,SNES,Action,N/A
Spectre VR,PC,Action,N/A
SpeedRunner HD,XBL,Action,N/A
Spider-Man,DC,Action,N/A
Spider-Man,PC,Action,N/A
Spider-Man & Venom: Maximum Carnage,GEN,Action,N/A
Spider-Man & Venom: Maximum Carnage,SNES,Action,N/A
Spider-Man 2,NGage,Action,N/A
Spider-Man 2,PC,Action,N/A
Spider-Man and the X-Men: Arcade's Revenge,GG,Action,N/A
Spider-Man and Venom: Separation Anxiety,SNES,Action,N/A
Spider-Man and Venom: Separation Anxiety,GEN,Action,N/A
Spider-Man and Venom: Separation Anxiety,PC,Action,N/A
Spider-Man: Lethal Foes,SNES,Action,N/A
Spider-Man: The Movie,PC,Action,N/A
Spider-Man: The Sinister Six,PC,Action,N/A
Spiderdroid,2600,Action,N/A
Spike's Peak,2600,Action,N/A
SPIKEY WALLS,WiiU,Action,N/A
Spirit Hunters Inc: Light,DSiW,Action,N/A
Spirit Hunters Inc: Shadow,DSiW,Action,N/A
Spitfire Attack,2600,Action,N/A
Spitting Image: The Computer Game,PC,Action,N/A
Splatter,PC,Action,N/A
Splatter Master,PS2,Action,N/A
Splatterhouse,PCE,Action,N/A
Splatterhouse,VC,Action,N/A
Splatterhouse,PC,Action,N/A
Splatterhouse (Arcade),VC,Action,N/A
Splatterhouse 2,GEN,Action,N/A
Splatterhouse 2,VC,Action,N/A
Splatterhouse 3,GEN,Action,N/A
Splatterhouse: Wanpaku Graffiti,NES,Action,N/A
SpongeBob SquarePants: Legend of the Lost Spatula,GB,Action,N/A
SpongeBob SquarePants: Operation Krabby Patty,PC,Action,N/A
SpongeBob SquarePants: The Yellow Avenger,PSN,Action,N/A
SpongeBob SquarePants: Underpants Slam!,XBL,Action,N/A
Spooklands,And,Action,N/A
Spotto!,DSiW,Action,N/A
Spring Break In Zombie USA,XBL,Action,N/A
Springer,2600,Action,N/A
"Sprint, Yankee Soul",And,Action,N/A
Spud's Quest,PC,Action,N/A
Spy Kids: All the Time in the World,DS,Action,N/A
Spy Muppets: License to Croak,PC,Action,N/A
Spy vs Spy,GB,Action,N/A
Spy vs Spy,MS,Action,N/A
Spy vs Spy,NES,Action,N/A
Spy vs Spy,PS2,Action,N/A
Spy vs Spy (GBC),GB,Action,N/A
Spy vs Spy: Arctic Antics,PC,Action,N/A
Spyro Superpack,GBA,Action,N/A
Square Deal,GB,Action,N/A
Squeeze Box,2600,Action,N/A
Sssnake,2600,Action,N/A
Stained,PC,Action,N/A
Stampede,2600,Action,N/A
Star Ship,2600,Action,N/A
Star Ship Patrol,DSiW,Action,N/A
Star Strike,SCD,Action,N/A
Star Trek,5200,Action,N/A
Star Trek,X360,Action,N/A
Star Trek,PS3,Action,N/A
Star Trek,PC,Action,N/A
Star Trek Generations: Beyond the Nexus,GB,Action,N/A
Star Trek: Bridge Crew,PC,Action,N/A
Star Trek: Generations: Beyond the Nexus,GG,Action,N/A
Star Trek: Strategic Operations Simulator,2600,Action,N/A
Star Trek: The Next Generation,GB,Action,N/A
Star Trek: The Next Generation,NES,Action,N/A
Star Voyager,2600,Action,N/A
Star Voyager,NES,Action,N/A
Star Wars,PC,Action,N/A
Star Wars (Japan),NES,Action,N/A
Star Wars Episode 1: Jedi Power Battles,DC,Action,N/A
Star Wars Episode I: Obi-Wan's Adventures,GB,Action,N/A
Star Wars Return of The Jedi: Death Star Battle,2600,Action,N/A
