Name,Franchise,Rating igdb,Rating count igdb,Follows igdb,Name normalizes
Super Bomberman 4,Bomberman,81.60693004471369,7.0,,SUPER BOMBERMAN 4
Bomberman II,Bomberman,81.8853582682023,13.0,4.0,BOMBERMAN II
Tetris: Axis,tetris,67.0,0.0,,TETRIS AXIS
Super Breakout,,73.3556174850801,8.0,,SUPER BREAKOUT
Master of Illusion,,58.0,0.0,,MASTER OF ILLUSION
TouchMaster 3,,65.0,0.0,,TOUCHMASTER 3
Dr. Mario 64,Mario,61.0286241109214,8.0,2.0,DR. MARIO 64
Katamari Forever,,89.9144720268466,10.0,3.0,KATAMARI FOREVER
Mario's Super Picross,Mario,89.5879410669016,13.0,,MARIO NO SUPER PICROSS
Diner Dash: Sizzle & Serve,,43.0,0.0,,DINER DASH: SIZZLE & SERVE
Hangman,,,,,HANGMAN
Kotoba no Puzzle: Mojipittan DS,,,,,KOTOBA NO PUZZLE: MOJIPITTAN DS
Tetrisphere,tetris,82.40427064558989,8.0,1.0,TETRISPHERE
Picross 2,Mario,81.0,0.0,,PICROSS 2
Kurushi Final: Mental Blocks,,,,,KURUSHI FINAL: MENTAL BLOCKS
Angry Birds Star Wars,Star Wars,76.3522521355352,55.0,15.0,ANGRY BIRDS: STAR WARS
Super Bust-A-Move,,,,1.0,SUPER BUST-A-MOVE
Puzzle Quest: Challenge of the Warlords,Bejeweled,70.1434200342164,25.0,8.0,PUZZLE QUEST: CHALLENGE OF THE WARLORDS
Bejeweled 3,,74.99845845848489,42.0,16.0,BEJEWELED 3
Bomberman World,Bomberman,,,1.0,BOMBERMAN WORLD
Bookworm,,40.8010429120977,9.0,1.0,BOOKWORM
Planet Puzzle League,puzzle league,73.0,0.0,,PLANET PUZZLE LEAGUE
Dr. Mario & Puzzle League,Mario,,,,DR. MARIO / PUZZLE LEAGUE
Bust-a-Move '99,Bubble Bobble,,,,BUST-A-MOVE '99
Beautiful Katamari,,88.78413736718059,12.0,2.0,BEAUTIFUL KATAMARI
Kirby's Block Ball,Kirby,69.9987726144546,7.0,,KIRBY'S BLOCK BALL
Tetris 2 + BomBliss,,,,,TETRIS 2 + BOMBLISS
Puzzle & Dragons X: God Chapter,,,,,PUZZLE & DRAGONS X: GOD CHAPTER / DRAGON CHAPTER
Bust-A-Move Universe,,63.0,1.0,,BUST-A-MOVE UNIVERSE
7 Wonders II,,50.0,0.0,2.0,7 WONDERS II
,,,,,FOTO FRENZY: SPOT THE DIFFRENCE
Math Play,,,,,MATH PLAY
Spin Jam,,,,,SPIN JAM
,,,,,KURUKURU KURURIN
,,,,,LUMINES LL
Puyo Puyo 7,Puyo Puyo,72.0,3.0,1.0,PUYO PUYO 7
Super Bomberman 5,Bomberman,96.81706452350699,7.0,,SUPER BOMBERMAN 5
I Spy Spooky Mansion,I Spy,50.0,1.0,,I SPY: SPOOKY MANSION
TouchMaster Connect,,54.0,0.0,,TOUCHMASTER: CONNECT
The New Tetris,tetris,,,,THE NEW TETRIS
Mahjong Quest: Expeditions,,,,,MAH JONG QUEST: EXPEDITIONS
Feel the Magic: XY/XX,,70.311772997459,6.0,,FEEL THE MAGIC XY/XX
Neopets Puzzle Adventure,Neopets,50.0,2.0,,NEOPETS PUZZLE ADVENTURE
Jewel Quest Mysteries: Curse of the Emerald Tear,,,,,JEWEL QUEST MYSTERIES: CURSE OF THE EMERALD TEAR
Carol Vorderman's Sudoku,,,,,CAROL VORDERMAN'S SUDOKU
,,,,,CAKE MANIA 2: JILL'S NEXT ADVENTURE!
Puyo Puyo! 15th Anniversary,,78.0,4.0,1.0,PUYO PUYO! 15TH ANNIVERSARY
M&M's Blast!,,,,,M&M'S BLAST!
Pac-Pix,,83.0,4.0,,PAC-PIX
Ratatouille: Food Frenzy,Ratatouille,,,,RATATOUILLE: FOOD FRENZY
Super Nazo Puyo: Rulue no Roux,Puyo Puyo,,,1.0,SUPER NAZO PUYO: RURUU NO RUU
Super Collapse 3,,47.0,2.0,,SUPER COLLAPSE! 3
Are You Smarter Than a 5th Grader? Game Time,,,,1.0,ARE YOU SMARTER THAN A 5TH GRADER? GAME TIME
,,,,,TOUCHMASTER 3(OTHERS SALES)
Polarium,,71.0,1.0,,POLARIUM
Tetris Effect,tetris,86.7067286271035,48.0,16.0,TETRIS EFFECT
Bomberman Tournament,Bomberman,,,1.0,BOMBERMAN TOURNAMENT
Lumines Electronic Symphony,,78.7665815517295,8.0,3.0,LUMINES: ELECTRONIC SYMPHONY
,,,,,MS. PAC-MAN: MAZE MADNESS / PAC-MAN WORLD
Cradle of Rome,,80.0,1.0,,CRADLE OF ROME
,,,,,SCRABBLE (OTHERS SALES)
Angry Birds,Angry Birds,74.2882942710069,148.0,37.0,ANGRY BIRDS
Jewels of the Tropical Lost Island,,,,,JEWELS OF THE TROPICAL LOST ISLAND
Meteos,,84.2275486442906,7.0,1.0,METEOS
We Love Katamari,,87.5639268251195,26.0,10.0,ME & MY KATAMARI
,,,,,TETRIS 2 (WEEKLY JP SALES)
Tetris Attack,puzzle league,82.80314327772689,23.0,6.0,TETRIS ATTACK
,,,,,BUST-A-MOVE 4
Ms. Pac-Man Maze Madness,PAC-MAN,84.0,5.0,2.0,MS. PAC-MAN: MAZE MADNESS
Kirby's Star Stacker,Kirby,70.0,2.0,1.0,KIRBY'S STAR STACKER
Hidden Mysteries: Buckingham Palace,,,,,HIDDEN MYSTERIES: BUCKINGHAM PALACE
Jewel Quest: Expeditions,Jewel Quest,63.0,0.0,,JEWEL QUEST: EXPEDITIONS
Nintendo Presents: Crossword Collection,,58.0,0.0,,NINTENDO PRESENTS: CROSSWORD COLLECTION
Breakaway IV,,,,,BREAKAWAY IV
,,,,,SLOANE TO MACHALE NO NAZO NO MONOGATARI
Magical Tetris Challenge,Disney,,,,MAGICAL TETRIS CHALLENGE
Bust-A-Move 2: Arcade Edition,Bubble Bobble,69.2907565501364,7.0,,BUST-A-MOVE 2 ARCADE EDITION
Tetris Worlds: Online Edition,,,,,TETRIS WORLDS (ONLINE EDITION)
Puzzle Challenge: Crosswords and More,,,,,PUZZLE CHALLENGE: CROSSWORDS AND MORE!
,,,,,MAHJONGG MYSTERIES: ANCIENT EGYPT
I Spy Castle,,,,,I SPY CASTLE
,,,,,MYSTERY TALES OF TIME TRAVEL
Puyo Puyo SUN,Puyo Puyo,82.75263808381891,7.0,1.0,PUYO PUYO SUN 64
Squeeballs Party,,,,,SQUEEBALLS PARTY
,,,,,SUDOKU GRIDMASTER (JP SALES)
Mahjong Journey: Quest for Tikal,,,,,MAHJONG: JOURNEY QUEST FOR TIKAL
Bendy and the Ink Machine,,70.03960425024731,25.0,12.0,BENDY AND THE INK MACHINE
Jewel Master: Cradle of Athena,,,,,JEWEL MASTER: CRADLE OF ATHENA
The Adventures of Cookie & Cream,,,,1.0,THE ADVENTURES OF COOKIE & CREAM
Jewel Match,,,,,JEWEL MATCH
WordJong Party,,,,,WORDJONG PARTY
Professor Heinz Wolff's Gravity,,,,1.0,PROFESSOR HEINZ WOLFF'S GRAVITY
Luxor 3,,70.0,3.0,1.0,LUXOR 3
Sudoku Gridmaster,,47.0,0.0,,SUDOKU GRIDMASTER
Zoo keeper,,,,,ZOO KEEPER
Hamster Heroes,,,,,HAMSTER HEROES
Puzzle Quest: Galactrix,,50.0,3.0,1.0,PUZZLE QUEST: GALACTRIX
Marble Saga: Kororinpa,,,,,MARBLE SAGA: KORORINPA
,,,,,TAKE A BREAK'S: PUZZLE MASTER
Mr. Driller 2,,75.0,0.0,1.0,MR. DRILLER 2
Bomberman Land Touch! 2,,63.0,3.0,,BOMBERMAN LAND TOUCH! 2
Bust-A-Move Bash!,,,,,BUST-A-MOVE BASH!
WordJong Party,,,,,WORDJONG
Klax,,59.94277825839301,12.0,1.0,KLAX
Saturn Bomberman,Bomberman,,,1.0,SATURN BOMBERMAN
Cake Mania,,50.0,2.0,,CAKE MANIA: IN THE MIX!
Countdown: The Game,,,,,COUNTDOWN: THE GAME
Brain Boost: Gamma Wave,,,,,BRAIN BOOST: GAMMA WAVE
The Quest Trio,,,,,THE QUEST TRIO
Brain Boost: Beta Wave,,,,,BRAIN BOOST: BETA WAVE
Jewel Quest Solitaire 1,,53.0,0.0,,JEWEL QUEST SOLITAIRE
Rubik's Puzzle World,Rubik's Cube,,,,RUBIK'S WORLD
Pipe Dreams 3D,Pipe Mania,,,,PIPE DREAMS 3D
Safecracker: The Ultimate Puzzle Adventure,,50.0,1.0,,SAFECRACKER: THE ULTIMATE PUZZLE ADVENTURE
Balloon Pop,,,,,BALLOON POP
Diner Dash: Flo on the Go,,,,,DINER DASH: FLO ON THE GO
Mojo!,,,,,MOJO!
Pipe Dream,,66.0,6.0,1.0,PIPE MANIA
Mr. Driller Drill Spirits,,83.0,1.0,,MR. DRILLER: DRILL SPIRITS
Super Puzzle Fighter II Turbo,Street Fighter,77.8172649436961,17.0,4.0,SUPER PUZZLE FIGHTER II TURBO
Puyo Puyo!! 20th Anniversary,,86.0,4.0,1.0,PUYO PUYO!! 20TH ANNIVERSARY
Bust-a-Move: Deluxe,,,,,BUST-A-MOVE DELUXE
Touch My Katamari,,85.99278780879641,6.0,2.0,TOUCH MY KATAMARI
Magnetica,,67.0,0.0,,MAGNETICA
Cruise Ship Vacation Games,,,,,CRUISE SHIP VACATION GAMES
Learn Math,,,,,LEARN MATH
Kororinpa: Marble Mania,,,,,KORORINPA: MARBLE MANIA
Puzzle Kingdoms,,50.0,2.0,1.0,PUZZLE KINGDOMS
I Spy Universe,,,,,I SPY: UNIVERSE
,,,,,GOTOUCHI TETSUDOU: GOTOUCHI KYARA TO NIHON ZENKOKU NO TABI
Zenses: Ocean,,37.0,2.0,,ZENSES: OCEAN
Margot's Word Brain,,,,,MARGOT'S WORD BRAIN
Nintendo Puzzle Collection,Mario,80.0,0.0,,NINTENDO PUZZLE COLLECTION
Puzzle de Harvest Moon,,50.0,0.0,,PUZZLE DE HARVEST MOON
Space Bust-A-Move,,68.0,1.0,,SPACE BUST-A-MOVE
7 Wonders of the Ancient World,,49.93141388733059,6.0,1.0,7 WONDERS OF THE ANCIENT WORLD
Snood,,,,,SNOOD
Puzzle Quest 2,,64.1690066125067,11.0,,PUZZLE QUEST 2
Zenses: Rainforest,,,,,ZENSES: RAINFOREST
Go! Sudoku,,,,,GO! SUDOKU
Bomberman: Party Edition,Bomberman,76.58070481865819,6.0,4.0,BOMBERMAN PARTY EDITION
Break 'Em All,,,,,BREAK 'EM ALL
"Snipperclips Plus: Cut it out, together!",,80.0973516720438,7.0,3.0,"SNIPPERCLIPS PLUS: CUT IT OUT, TOGETHER!"
Solitaire & Mahjong,,,,,SOLITAIRE & MAHJONG
"Sumikko Gurashi: Koko, Dokonan Desu?",,,,,"SUMIKKO GURASHI: KOKO, DOKONAN DESU?"
Picross 3D: Round 2,Pictionary,88.32432136606579,6.0,,PICROSS 3D ROUND 2
Peggle: Dual Shot,,77.0,2.0,1.0,PEGGLE: DUAL SHOT
USA Today Crossword Challenge,,,,,USA TODAY CROSSWORD CHALLENGE
Ultimate Puzzle Games: Sudoku Edition,,,,,ULTIMATE PUZZLE GAMES: SUDOKU EDITION
Hanagumi Taisen Columns,,,,,HANAGUMI TAISEN COLUMNS
Merv Griffin's Crosswords,,,,,MERV GRIFFIN'S CROSSWORDS
Animal Genius,,,,,ANIMAL GENIUS
Mechanic Master,,,,,MECHANIC MASTER
Fabulous Finds,,,,,FABULOUS FINDS
Puzzler World 2,,80.0,1.0,,PUZZLER WORLD 2
Cake Mania,,50.0,2.0,,CAKE MANIA
Yard Sale Hidden Treasures: Sunnyville,,,,,YARD SALE HIDDEN TREASURES: SUNNYVILLE
,,,,,GO! SUDOKU (JP SALES)
Breakout,,,,,BREAKOUT
,,,,,SILLY BANDZ: PLAY THE CRAZE
Bust-a-Move DS,,66.0,2.0,,BUST-A-MOVE DS
Kotoba no Puzzle Mojipittan Daijiten,,,,,KOTOBA NO PUZZLE: MOJIPITTAN DAIJITEN
Aqua Aqua,,,,,AQUA AQUA
Sudokuro,,,,,SUDOKURO
Tetris Evolution,tetris,53.0069932027724,5.0,,TETRIS EVOLUTION
Gem Quest: 4 Elements,,,,,GEM QUEST: 4 ELEMENTS
Puzzle Chronicles,,50.0,0.0,,PUZZLE CHRONICLES
Exit DS,,,,,EXIT DS
Chameleon,,,,,CHAMELEON
PictoImage,,,,,PICTOIMAGE
Scribblenauts Unmasked: A DC Comics Adventure,,69.703328851105,17.0,6.0,SCRIBBLENAUTS UNMASKED: A DC COMICS ADVENTURE
Sudoku Mania,,,,,SUDOKU MANIA
,,,,,USA TODAY PUZZLE CRAZE
Sneakers,,,,,SNEAKERS
,,,,,NANCY DREW: THE MODEL MYSTERIES
May's Mystery: Forbidden Memories,,40.0,1.0,,MAY'S MYSTERY: FORBIDDEN MEMORIES
Bejeweled Twist,,73.6634934713748,6.0,1.0,BEJEWELED TWIST
Harvest Moon: Frantic Farming,,54.0,1.0,,HARVEST MOON: FRANTIC FARMING
,,,,,TOKIMEKI MEMORIAL: TAISEN PAZURUDAMA
Snood 2: On Vacation,,40.0,1.0,,SNOOD 2: ON VACATION
,,,,,PUYO POP FEVER (JP SALES)
echochrome,,79.6126723932257,17.0,6.0,ECHOCHROME
Bomberman Max 2: Blue Advance,Bomberman,,,,BOMBERMAN MAX 2: BLUE ADVANCE
Angry Birds Rio,Angry Birds,67.6673383277254,31.0,5.0,ANGRY BIRDS: RIO
Junior Mystery Quest,,,,,JUNIOR MYSTERY QUEST
Challenge Me: Brain puzzles 2,,,,,CHALLENGE ME: BRAIN PUZZLES 2
Puchi Puchi Virus,,48.0,1.0,,PUCHI PUCHI VIRUS
Hello Kitty's Cube Frenzy,Hello Kitty,,,,HELLO KITTY'S CUBE FRENZY
Mahjong Cub3d,,,,,MAHJONG CUB3D
Super Puzzle Fighter II,Street Fighter,,,,SUPER PUZZLE FIGHTER II
Brain Voyage,,,,,BRAIN VOYAGE
Henry Hatsworth in the Puzzling Adventure,,88.0,4.0,1.0,HENRY HATSWORTH IN THE PUZZLING ADVENTURE
,,,,,SLOANE TO MACHALE NO NAZO NO MONOGATARI 2
ChuChu Rocket!,,74.63149750374549,9.0,1.0,CHUCHU ROCKET!
Nikoli's Pencil Puzzle,,,,,NIKOLI'S PENCIL PUZZLE
Bomberman Land Touch!,Bomberman,78.0884676012939,6.0,1.0,BOMBERMAN LAND TOUCH!
Exit,,,,,EXIT
Frantix,,,,,FRANTIX
Smart Bomb,,,,,SMART BOMB
Bomberman Jetters,,65.0,3.0,,BOMBERMAN JETTERS
,,,,,ME & MY KATAMARI (JP SALES)
Puzzler Mind Gym 3D,,,,,PUZZLER MIND GYM 3D
Qubed,,,,,QUBED
Wetrix,,99.07094998136589,7.0,2.0,WETRIX
Line Rider 2: Unbound,,58.0,2.0,,LINE RIDER 2: UNBOUND
Crush,,,,,CRUSH
Wordfish,,,,,WORDFISH
Soul Bubbles,,77.0,1.0,,SOUL BUBBLES
Whac-A-Mole,,,,,WHAC-A-MOLE
Mario Vs. Donkey Kong: Tipping Stars,Donkey Kong,69.3199628795997,5.0,,MARIO VS. DONKEY KONG: TIPPING STARS
PQ: Practical Intelligence Quotient,,,,,PQ: PRACTICAL INTELLIGENCE QUOTIENT
Buster Bros. Collection,,,,1.0,BUSTER BROS. COLLECTION
,,,,,TOUCH DETECTIVE: NAMEKO SHIGERU
Bomberman Max 2: Red Advance,Bomberman,,,,BOMBERMAN MAX 2: RED ADVANCE
Roogoo Attack!,,,,,ROOGOO ATTACK!
Overlord: Minions,,,,,OVERLORD: MINIONS
Roll Away,,84.0568612105219,17.0,5.0,ROLL AWAY
Squishy Tank,,,,,SQUISHY TANK
The Rub Rabbits!,,73.0,2.0,,THE RUB RABBITS!
JEWEL TIME DELUXE,,,,,JEWEL TIME DELUXE
,,,,,JEWEL LINK CHRONICLES: LEGEND OF ATHENA
Make 10: A Journey of Numbers,,,,,MAKE 10: A JOURNEY OF NUMBERS
Cut The Rope: Triple Treat,,,,,CUT THE ROPE: TRIPLE TREAT
Sushi Striker: The Way of Sushido,,73.0,3.0,1.0,SUSHI STRIKER: THE WAY OF SUSHIDO
Titanic Mystery,,,,,TITANIC MYSTERY
Famicom Mini: Wrecking Crew,Mario,,,,FAMICOM MINI: WRECKING CREW
Sudoku Fever,,,,,SUDOKU FEVER
Jewel Quest 5: The Sleepless Star,,,,,JEWEL QUEST 5: THE SLEEPLESS STAR
Tropix!,,,,,TROPIX
Jewels of the Ages,,,,,JEWELS OF THE AGES
Kururin Paradise,,,,2.0,KURURIN PARADISE
Santa Claus is Comin' to Town,,,,,SANTA CLAUS IS COMIN' TO TOWN!
Bubble Bobble Also Featuring Rainbow Islands,,,,,BUBBLE BOBBLE ALSO FEATURING RAINBOW ISLANDS
Jewel Quest 4 Heritage,,,,,JEWEL QUEST IV: HERITAGE
Octomania,,,,,OCTOMANIA
Sudoku Ball: Detective,,,,,SUDOKU BALL DETECTIVE
Bubble Bobble: Old & New,,,,,BUBBLE BOBBLE: OLD & NEW
Challenge Me: Brain Puzzles,,,,,CHALLENGE ME: BRAIN PUZZLES
,,,,,OK! PUZZLE STARS
DropCast,,,,,DROPCAST
Arkanoid DS,Arkanoid,66.0,0.0,,ARKANOID DS
Worms Blast,Worms,64.3067782761007,15.0,5.0,WORMS BLAST
Rock Blast,,,,,ROCK BLAST
Jewel Link Chronicles: Mountains of Madness,,,,,JEWEL LINK CHRONICLES: MOUNTAINS OF MADNESS
Lemmings 3D,,59.85471024625799,7.0,2.0,3D LEMMINGS
Ivy the Kiwi?,,73.0,2.0,,IVY THE KIWI?
Dig Dug: Digging Strike,,63.0,0.0,,DIG DUG: DIGGING STRIKE
Adventures of Lolo,,78.8987804555575,25.0,6.0,ADVENTURES OF LOLO
Honeycomb Beat,,47.0,0.0,,HONEYCOMB BEAT
Crazy Chicken: Pharaoh's Treasure,,,,,CRAZY CHICKEN: PHARAOH'S TREASURE
Jumble Madness,,,,,JUMBLE MADNESS
Zendoku,,,,,ZENDOKU
Mighty Beanz Pocket Puzzles,Mighty Beanz,,,,MIGHTY BEANZ: POCKET PUZZLES
Roogoo Twisted Towers!,,,,,ROOGOO TWISTED TOWERS
Gunpey,Gunparade,,,,GUNPEY
Bombastic,,,,,BOMBASTIC
Famicom Mini: Dig Dug,Dig Dug,,,,FAMICOM MINI: DIG DUG
,,,,,MATCH 3 MADNESS
Bust-A-Bloc,,,,,BUST-A-BLOC
Jewel Legends: Tree of Life,,,,,JEWEL LEGENDS: TREE OF LIFE
Myth Makers: Orbs of Doom,,,,,MYTH MAKERS: ORBS OF DOOM
4 Elements,,80.0,2.0,,4 ELEMENTS
Ultra Bust-A-Move,,,,,ULTRA BUST-A-MOVE
Cradle of Persia,,,,,JEWEL MASTER: CRADLE OF PERSIA
Mawashite Tsunageru Touch Panic,,,,,MAWASHITE TSUNAGERU TOUCH PANIC
Prism: Light the Way,,43.0,0.0,,PRISM: LIGHT THE WAY
Puyo Pop,Puyo Puyo,,,,PUYO POP
Turbo Turtle Adventure,,,,,TURBO TURTLE ADVENTURE
PQ2: Practical Intelligence Quotient 2,,,,,PQ2: PRACTICAL INTELLIGENCE QUOTIENT
The Lost Vikings,The Lost Vikings,77.44774469885999,63.0,18.0,THE LOST VIKINGS
Beastly: Frantic Foto,,,,,BEASTLY FRANTIC FOTO
Baku Baku,,,,,BAKU BAKU
Fishdom,,,,1.0,FISHDOM
Zoocube,,56.0,3.0,,ZOOCUBE
Block Kuzushi,,,,,BLOCK KUZUSHI
Zoop,,62.0,2.0,,ZOOP
Jewel Quest Mysteries: The Seventh Gate,,50.0,0.0,,JEWEL QUEST MYSTERIES
Gunpey DS,,50.0,0.0,,GUNPEY DS
Battleship / Connect Four / Sorry! / Trouble,,,,,BATTLESHIP / CONNECT FOUR / SORRY! / TROUBLE
Lost Treasures of Alexandria,,,,,THE LOST TREASURES OF ALEXANDRIA
,,,,,MARVEL PINBALL: EPIC COLLECTION VOLUME 1
Super Bubble Pop,,38.0,0.0,,SUPER BUBBLE POP
Boing! Docomodake DS,,74.0,0.0,,BOING! DOCOMODAKE DS
Color Cross,,43.0,1.0,,COLOR CROSS
Bubble Bobble Revolution,,43.0,1.0,,BUBBLE BOBBLE REVOLUTION
Inspector Gadget: Gadget's Crazy Maze,Inspector Gadget,,,1.0,INSPECTOR GADGET: GADGET'S CRAZY MAZE
Rat Attack!,,,,1.0,RAT ATTACK!
Nanda's Island,,,,,NANDA'S ISLAND
I.Q Remix+: Intelligent Qube,,,,,I.Q. REMIX+: INTELLIGENT QUBE
Jewel Master: Cradle of Rome 2,,,,,JEWEL MASTER: CRADLE OF ROME 2
The Talos Principle,,87.2843700421838,280.0,104.0,THE TALOS PRINCIPLE
,,,,,CASUAL MANIA!
Puyo Pop Fever,Puyo Puyo,75.36718598899489,6.0,3.0,PUYO POP FEVER
Challenge Me: Math Workout,,,,,CHALLENGE ME: MATHS WORKOUT
Mortimer Beckett and the Secrets of Spooky Manor,,,,,MORTIMER BECKETT AND THE SECRETS OF SPOOKY MANOR
Australia Zoo Quest: Puzzle Fun!,,,,,ZOO QUEST: PUZZLE FUN!
WTF: Work Time Fun,,,,,WTF: WORK TIME FUN
Jewel Quest Mysteries 2: Trail of the Midnight Heart,,,,,JEWEL QUEST MYSTERIES 2: TRAIL OF THE MIDNIGHT HEART
Chibi Maruko-Chan DS: Maru-Chan no Machi,,,,,CHIBI MARUKO-CHAN DS: MARU-CHAN NO MACHI
PopCap Arcade Vol. 1,,,,,POPCAP ARCADE VOL 1
Platinum Sudoku,,,,,PLATINUM SUDOKU
The Treasures of Montezuma,,,,,THE TREASURES OF MONTEZUMA
Meteos: Disney Magic,Disney,64.0,2.0,,METEOS: DISNEY MAGIC
Luxor Pharaoh's Challenge,,47.0,0.0,,LUXOR: PHARAOH'S CHALLENGE
Famicom Mini: Clu Clu Land,,,,,FAMICOM MINI: CLU CLU LAND
Rollin' Rascals,,,,,ROLLIN' RASCALS
Bomberman: Act Zero,,60.0,1.0,2.0,BOMBERMAN: ACT ZERO
Denki Blocks!,,,,,DENKI BLOCKS!
Ballistic,,,,,BALLISTIC
,,,,,QUIZ MOBILE GUNDAM: TOI SENSHI DX
,,,,,JIG-A-PIX: PETS
Fading Shadows,,,,,FADING SHADOWS
Lumo,,59.9449555663817,12.0,6.0,LUMO
Bubble Bobble Double Shot,,58.0,0.0,,BUBBLE BOBBLE DOUBLE SHOT
Logic Machines,,,,,LOGIC MACHINES
Mr. Driller A,,,,,MR. DRILLER
Napoleon Dynamite: The Game,Napolean Dynamite,,,,NAPOLEON DYNAMITE: THE GAME
Ailu de Puzzle!,,,,,AILU DE PUZZLE
Paddington: Adventures in London,,,,,PADDINGTON: ADVENTURES IN LONDON
,,,,,PUYO POP FEVER(US SALES)
7 Wonders: Treasures Of Seven,,70.0,0.0,1.0,7 WONDERS: TREASURES OF SEVEN
,,,,,CHALLENGE ME: WORD PUZZLES
Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy DX,,85.0,0.0,,LAYTON'S MYSTERY JOURNEY: KATRIELLE AND THE MILLIONAIRES' CONSPIRACY DX
World of Goo,,80.03768609732029,225.0,83.0,WORLD OF GOO
Shifting World,,,,,SHIFTING WORLD
,,,,,CAKE MANIA: BAKER'S CHALLENGE
Doodle Hex,,,,,DOODLE HEX
,,,,,JUNIOR ISLAND ADVENTURE
Jewel Master: Cradle of Rome,,,,,JEWEL MASTER: CRADLE OF ROME
Sacra Terra: Angelic Night,,,,,SACRA TERRA: ANGELIC NIGHT
,,,,,MAHJONG 300
Crazy Machines,,60.4509132552219,9.0,2.0,CRAZY MACHINES
Mystery Case Files: Ravenhearst,,73.7689832027863,8.0,4.0,MYSTERY CASE FILES: RAVENHEARST
,,,,,JIG-A-PIX: WILD WORLD
Ultimate Block Party,,,,,ULTIMATE BLOCK PARTY
Egg Mania: Eggstreme Madness,,41.0,0.0,,EGG MANIA: EGGSTREME MADNESS
Bubble Bobble Evolution,,,,,BUBBLE BOBBLE EVOLUTION
Boulder Dash: Rocks!,,62.0,0.0,,BOULDER DASH: ROCKS!
Super Collapse! II,,,,,SUPER COLLAPSE! II
Klax / Marble Madness,,,,,MARBLE MADNESS / KLAX
Blokus Portable: Steambot Championship,,,,,BLOKUS PORTABLE: STEAMBOT CHAMPIONSHIP
Hot Pixel,,,,,HOT PIXEL
Atomic Betty,Atomic Betty,,,,ATOMIC BETTY
Betty Boop's Double Shift,,,,,BETTY BOOP'S DOUBLE SHIFT
Tumblestone,,50.0,3.0,2.0,TUMBLESTONE
Mystery Trackers: The Void,,,,,MYSTERY TRACKERS: THE VOID
Heroes of Hellas 2: Olympia,,,,1.0,HEROES OF HELLAS 2: OLYMPIA
,,,,,HOTBRAIN
I heart Geeks!,,,,,I HEART GEEKS
"Soldam: Drop, Connect, Erase",,,,,"SOLDAM: DROP, CONNECT, ERASE"
O.M.G. 26 – OUR MINI GAMES,,,,,O.M.G. 26 - OUR MINI GAMES
Bust-A-Move,Bubble Bobble,76.042880056231,18.0,,BUST-A-MOVE
Farm Frenzy 3,,50.0,3.0,,FARM FRENZY 3
,,,,,ESCAPE THE EMERALD STAR
Shanghai: True Valor,,,,,SHANGHAI: TRUE VALOR
Jewel Match 2,,,,,JEWEL MATCH 2
Treasure Chase,,,,,TREASURE CHASE
Luxor: The Wrath of Set,,,,,LUXOR: THE WRATH OF SET
,,,,,PUPPET SHOW 3: LOST TOWN
Bridge Constructor Portal,Portal,72.3628624954689,26.0,9.0,BRIDGE CONSTRUCTOR PORTAL
,,,,,FISHDOM 2 DELUXE
The Professor's Brain Trainer: Logic,,,,,THE PROFESSOR'S BRAIN TRAINER: LOGIC
,,,,,SUPER NAZO PUYO TSUU: RURUU NO TETSUWAN HANJYOUKI
Geon Cube,,,,,GEON CUBE
Mind OVR Matter,,70.0,0.0,,MIND OVER MATTER
Bejeweled 2 Deluxe,,69.9398766347977,6.0,,BEJEWELED 2 DELUXE
Tricky Towers,,76.5089072560358,41.0,11.0,TRICKY TOWERS
Nervous Brickdown,,47.0,0.0,,NERVOUS BRICKDOWN
Puzzle City,,,,,PUZZLE CITY
Mystery Tales 2: The Spirit Mask,Mystery Tales,,,,MYSTERY TALES 2: THE SPIRIT MASK
Spanish for Everyone!,,,,,SPANISH FOR EVERYONE!
Super Fruit Fall,,,,,SUPER FRUIT FALL
Jelly Belly: Ballistic Beans,,,,,JELLY BELLY: BALLISTIC BEANS
The Inner World: The Last Wind Monk,,80.0164037996824,5.0,,THE INNER WORLD: THE LAST WIND MONK
Cube Cube,,,,,THE CUBE
Puzzle Star Sweep,,48.98022,0.0,,PUZZLE STAR SWEEP
Atlantic Quest,,,,,ATLANTIC QUEST
Aqua Panic!,,,,,AQUA PANIC!
Puzzle Guzzle,,,,,PUZZLE GUZZLE
Tiny Toon Adventures: Wacky Stackers,Tiny Toon Adventures,,,,TINY TOON ADVENTURES: WACKY STACKERS
Ultimate Puzzle Games,,,,,ULTIMATE PUZZLE GAMES
Bomberman 2,Bomberman,70.0,1.0,,BOMBERMAN 2
,,,,,BOXBOY! HAKOBUME BOX
Mechanic Master 2,,,,,MECHANIC MASTER 2
Bejeweled Blitz,Bejeweled,,,,BEJEWELED BLITZ
Neves,,60.0,0.0,,NEVES
Gotouchi Tetsudou for Nintendo Switch,,,,,GOTOUCHI TETSUDOU FOR NINTENDO SWITCH!!
Peggle Nights,,84.27078225530019,15.0,6.0,PEGGLE NIGHTS
Cube,,,,,CUBE
Hands On! Tangrams,,,,,HANDS ON! TANGRAMS
Konductra,,,,,KONDUCTRA
The Dark Hills of Cherai 2: The Regal Scepter,,,,,THE DARK HILLS OF CHERAI
