game_key,Name,Platform,Franchise,Follows,Release date
paws-and-claws-pampered-pets-resort-3d,Paws & Claws: Pampered Pets Resort 3D,3DS,,0,1332201600
paws-and-claws-pampered-pets,Paws & Claws: Pampered Pets,PC,,0,1247788800
paws-and-claws-pet-resort,Paws & Claws: Pet Resort,PC,,0,1202083200
paws-and-claws-pet-school,Paws & Claws: Pet School,PC,,0,1247788800
paws-and-claws-pet-vet-australian-adventures,Paws & Claws Pet Vet: Australian Adventures,DS,,0,1253059200
pax-romana,Pax Romana,PC,,0,1068076800
pax-romana-romulus--1,Pax Romana: Romulus,PC,,3,1557014400
payback,Payback,iOS,,0,1233100800
payday-the-heist,PAYDAY: The Heist,PC,,37,1319068800
payday-2,PAYDAY 2,X360,,95,1376352000
payday-3,Payday 3,PC,,3,1703980800
payload--1,Payload,PC,,0,1636070400
pba-bowling-challenge,PBA Bowling Challenge,iOS,,0,1383609600
pba-pro-bowling,PBA Pro Bowling,PC,,0,1571702400
pc-futbol-2000,PC Fútbol 2000,PC,,0,946598400
pc-futbol-6-dot-0,PC Fútbol 6.0,PC,,0,884822400
pc-futbol-seleccion-espanola-europa-2000,PC Fútbol Selección Española Europa 2000,PC,,0,959126400
uefa-champions-league-season-1999-slash-2000,UEFA Champions League Season 1999/2000,PS,,0,956534400
pc-futbol-2001,PC Fútbol 2001,PC,,0,1009756800
pc-futbol-2005,PC Fútbol 2005,PC,,0,1100822400
pc-futbol-2006,PC Fútbol 2006,PC,,0,1131580800
pc-futbol-2007,PC Fútbol 2007,PC,,0,1163203200
pc-futbol-5-dot-0,PC Fútbol 5.0,PC,,0,851990400
pc-futbol-7,PC Fútbol 7,PC,,0,915062400
pd-ultraman-battle-collection-64,PD Ultraman Battle Collection 64,N64,Ultraman,0,869011200
pd-ultraman-invader,PD Ultraman Invader,PS,,0,819590400
pdc-world-championship-darts-2008,PDC World Championship Darts 2008,X360,,0,1222387200
pdc-world-championship-darts-2009,PDC World Championship Darts 2009,Wii,,0,1243555200
pdc-world-championship-darts-pro-tour,PDC World Championship Darts Pro Tour,X360,,0,1290729600
pe-2-dive-bomber,Pe-2: Dive Bomber,PC,,0,1404345600
peak-performance,Peak Performance,PS,,0,882316800
pearl-harbor-attack-attack,Pearl Harbor Attack! Attack!,PC,,0,1009756800
attack-on-pearl-harbor,Attack on Pearl Harbor,PC,,0,1185753600
pearl-harbor-defend-the-fleet,Pearl Harbor: Defend the Fleet,PC,,0,1009756800
pearl-harbor-trilogy-1941-red-sun-rising,Pearl Harbor Trilogy: 1941 - Red Sun Rising,Wii,,0,1279238400
peek-a-boo-poker,Peek-A-Boo Poker,SNES,,0,644284800
peg-solitaire--1,Peg Solitaire,DSi,,0,1298592000
peg-solitaire,Peg Solitaire,WiiU,,0,1454544000
extreme-peg-solitaire,Extreme Peg Solitaire,PC,,0,1616976000
peg-solitaire-adventure,Peg Solitaire Adventure,PC,,0,1581897600
peggle,Peggle,X360,,18,1172534400
peggle-2,Peggle 2,X360,,7,1399420800
peggle-blast,Peggle Blast,iOS,,0,1417478400
peggle-dual-shot,Peggle: Dual Shot,DS,,1,1236038400
peggle-extreme,Peggle Extreme,PC,,2,1186012800
peggle-nights,Peggle Nights,PC,,6,1220400000
penarium,Penarium,PC,,1,1442880000
arcade-love-plus-pengo,Arcade Love: Plus Pengo!,NS,,0,1566432000
arctic-adventure-penguin-and-seal,Arctic Adventure: Penguin & Seal,SNES,,0,638841600
christmas-adventure-of-rocket-penguin,Christmas Adventure of Rocket Penguin,WiiU,,0,1446681600
penguin-hop,PENGUIN HOP,3DS,,0,1530748800
doki-doki-penguin-land,Doki Doki Penguin Land,GB,,0,637977600
penguin-wars,Penguin Wars,GB,,0,649468800
penguin-wars--1,Penguin Wars,NS,,0,1566432000
penguin-kun-wars,Penguin-Kun Wars,SNES,,0,504316800
penguins-and-friends-hey-thats-my-fish,Penguins & Friends: Hey! That's My Fish!,Wii,,0,1242950400
penguins-arena-sednas-world,Penguins Arena: Sedna's World,PC,,0,1225756800
the-penguins-of-madagascar,The Penguins of Madagascar,DS,Madagascar,0,1290124800
penny-punching-princess,Penny-Punching Princess,NS,,0,1523577600
penny-racers-party-turbo-q-speedway,Penny Racers Party: Turbo-Q Speedway,Wii,,0,1226016000
penny-racers,Penny Racers,N64,,2,900633600
pentapuzzle,PENTAPUZZLE,WiiU,,0,1462406400
pentominon,Pentominon,X360,,1,1250208000
pentominon-transctiption,Pentominon Transctiption,PC,,1,1487808000
penumbra-black-plague,Penumbra: Black Plague,PC,,30,1202774400
penumbra-black-plague-gold-edition,Penumbra: Black Plague - Gold Edition,PC,,0,1232668800
penumbra-requiem,Penumbra: Requiem,PC,,14,1219795200
people-s-general,People's General,PC,,1,904521600
peppa-pig-fun-and-games,Peppa Pig: Fun and Games,Wii,,0,1290384000
peppa-pig-the-game,Peppa Pig: The Game,Wii,,0,1262563200
pepsiman--1,Pepsiman,PS,,1,920505600
per-aspera,Per Aspera,PC,,1,1606953600
xenoverse-per-aspera-ad-astra,Xenoverse: Per Aspera Ad Astra,PC,,0,1608249600
perception,Perception,PC,,9,1496102400
dragon-perception,Dragon Perception,PC,,0,1509062400
perceptions-of-the-dead,Perceptions of the Dead,PC,,0,1509408000
percy-jackson-and-the-olympians-the-lightning-thief,Percy Jackson and the Olympians: The Lightning Thief,DS,,0,1268092800
percys-predicament,Percy's Predicament,WiiU,,0,1391731200
percys-predicament-deluxe,Percy's Predicament Deluxe,NS,,0,1549497600
perfect-ace-2-the-championships,Perfect Ace 2: The Championships,PS2,,0,1121385600
perfect-dark--1,Perfect Dark,X360,,9,1268784000
perfect-dark--2,Perfect Dark,GBC,Perfect Dark,0,965088000
perfect-dark,Perfect Dark,N64,Perfect Dark,47,978220800
perfect-dark-zero,Perfect Dark Zero,X360,,3,1143331200
perfect-dark-zero-collectors-edition,Perfect Dark Zero Collector's Edition,X360,,0,1133481600
perfect-weapon,Perfect Weapon,PS,,0,849398400
perfect-world,Perfect World,PC,Perfect World,5,1220313600
world-heroes-perfect,World Heroes Perfect,NS,,0,1488499200
perfect-world-international,Perfect World International,PC,,0,1220313600
perimeter-2-new-earth,Perimeter 2: New Earth,PC,,0,1230854400
perimeter-emperors-testament,Perimeter: Emperor's Testament,PC,,1,1156896000
perimeter,Perimeter,PC,,2,1088553600
period-cube-shackles-of-amadeus,Period Cube: Shackles of Amadeus,PSV,,0,1463616000
permanence,Permanence,PC,,0,1512345600
persian-nights-sands-of-wonders,Persian Nights: Sands of Wonders,PC,,1,1498694400
persona-2-eternal-punishment,Persona 2: Eternal Punishment,PSP,Megami Tensei,14,1337212800
persona-2-innocent-sin,Persona 2: Innocent Sin,PSP,Megami Tensei,19,1320364800
persona-4-arena-ultimax,Persona 4 Arena Ultimax,X360,,11,1412035200
persona-4-arena,Persona 4 Arena,X360,Megami Tensei,8,1368144000
persona-4,Persona 4,PS3,Megami Tensei,112,1396915200
persona-4-golden,Persona 4 Golden,PC,Megami Tensei,107,1592006400
cr-persona-4-the-pachinko,CR Persona 4 the PACHINKO,PC,,0,1460678400
persona-5-dancing-in-starlight,Persona 5: Dancing in Starlight,PS4,Megami Tensei,2,1543881600
persona-5-royal-launch-edition,Persona 5 Royal: Launch Edition,PS4,,0,1585612800
persona-5-royal,Persona 5 Royal,PS4,Megami Tensei,38,1585612800
persona-5-royal-limited-edition,Persona 5 Royal Limited Edition,PS4,Megami Tensei,10,1585526400
persona-5-royal-phantom-thieves-edition,Persona 5 Royal: Phantom Thieves Edition,PS4,,0,1585612800
persona-5-strikers,Persona 5 Strikers,PC,Megami Tensei,15,1614038400
persona-5,Persona 5,PS3,Megami Tensei,248,1491264000
persona-5-ultimate-edition,Persona 5: Ultimate Edition,PS3,Megami Tensei,0,1473897600
persona-dancing-endless-night-collection,Persona Dancing: Endless Night Collection,PS4,Megami Tensei,0,1543881600
persona-q-shadow-of-the-labyrinth,Persona Q: Shadow of the Labyrinth,3DS,Megami Tensei,17,1416873600
persona-q2-new-cinema-labyrinth,Persona Q2: New Cinema Labyrinth,3DS,Megami Tensei,3,1559606400
haunted-hotel-personal-nightmare,Haunted Hotel: Personal Nightmare,PC,,0,1495670400
personal-trainer-cooking,Personal Trainer: Cooking,DS,,0,1230076800
personal-trainer-walking,Personal Trainer: Walking,DS,,0,1225497600
pes-club-manager,PES Club Manager,iOS,,0,1433289600
pet-alien-an-intergalactic-puzzlepalooza,Pet Alien: An Intergalactic Puzzlepalooza,DS,,0,1189728000
dr-daisy-pet-vet,Dr. Daisy Pet Vet,PC,,0,1212364800
paws-and-claws-pet-vet,Paws and Claws: Pet Vet,PC,,0,1139788800
pet-in-tv,Pet in TV,PS,,0,901929600
pet-pals-animal-doctor,Pet Pals: Animal Doctor,PC,,0,1164931200
pet-pals-new-leash-on-life,Pet Pals: New Leash on Life,DS,,0,1267660800
pet-pet-pet,Pet Pet Pet,PS,,0,939254400
the-sims-4-my-first-pet-stuff,The Sims 4: My First Pet Stuff,PC,The Sims,1,1520899200
pet-zombies,Pet Zombies,3DS,,0,1318896000
peter-pan-in-disneys-return-to-never-land,Peter Pan in Disney's Return to Never Land,PS,Peter Pan,0,1015718400
peter-pan-the-motion-picture-event,Peter Pan: The Motion Picture Event,GBA,,0,1073692800
petz-beach,Petz Beach,3DS,,0,1413244800
petz-kittens,Petz Kittens,DSi,,0,1284681600
petz-4,Petz 4,PC,Petz,1,938476800
petz-catz-family,Petz Catz Family,DSi,,0,1285891200
petz-catz-2,Petz: Catz 2,PC,,0,1198108800
petz-countryside,Petz Countryside,3DS,,0,1413244800
petz-crazy-monkeyz,Petz Crazy Monkeyz,Wii,,0,1229558400
petz-dogz-family,Petz Dogz Family,PSP,,0,1259280000
petz-dogz-talent-show,Petz Dogz Talent Show,DS,,0,1261008000
petz-fantasy-3d,PETZ Fantasy 3D,3DS,,0,1371081600
petz-fantasy-sunshine-magic,Petz Fantasy: Sunshine Magic,DS,,0,1377216000
petz-hamsterz-life-2,Petz: Hamsterz Life 2,GBA,,0,1197504000
petz-hamsterz-family,Petz Hamsterz Family,DSi,,0,1284681600
petz-horse-club,Petz: Horse Club,Wii,,0,1227830400
petz-my-kitten-family,Petz: My Kitten Family,DS,,0,1236902400
petz-monkey-madness,Petz Monkey Madness,Wii,,0,1234483200
petz-monkeyz-house,Petz Monkeyz House,DS,,0,1229558400
petz-nursery,Petz Nursery,DS,,0,1260403200
petz-nursery-2,Petz Nursery 2,DS,,0,1291248000
petz-rescue-ocean-patrol,Petz Rescue Ocean Patrol,DS,,0,1225152000
petz-rescue-wildlife-vet,Petz Rescue: Wildlife Vet,DS,,0,1227830400
petz-sports,Petz Sports,Wii,,0,1225756800
petz-sports-dog-playground,Petz Sports Dog Playground,Wii,,0,1229212800
petz-vet,Petz Vet,GBA,,0,1177545600
petz-wild-animals-dolphinz,Petz Wild Animals: Dolphinz,DS,Petz,0,1192492800
pga-european-tour--1,PGA European Tour,N64,,0,957139200
pga-european-tour-golf,PGA European Tour Golf,PS,PGA,0,946598400
pga-tour-2k21,PGA TOUR 2K21,PC,PGA,2,1597968000
pga-tour-2k21-baller-edition,PGA TOUR 2K21: Baller Edition,PC,,0,1634515200
pga-tour-2k21-digital-deluxe-edition,PGA TOUR 2K21: Digital Deluxe Edition,XOne,,0,1597968000
pga-tour-96,PGA Tour 96,PC,,0,820368000
pga-tour-97,PGA Tour 97,PS,,0,844041600
phalanx,Phalanx,PC,,0,1070409600
phalanx-of-resistance,Phalanx of Resistance,PC,,0,1585612800
phantasy-star-ii,Phantasy Star II,X360,Phantasy Star,5,1244592000
phantasy-star-online-2,Phantasy Star Online 2,PC,Phantasy Star,18,1596585600
phantasy-star-portable-2,Phantasy Star Portable 2,PSP,,0,1284681600
photo-phantasy,Photo Phantasy,DS,,0,1298937600
phantasy-star,Phantasy Star,Wii,Phantasy Star,7,1250208000
phantasmagoria-2-a-puzzle-of-flesh,Phantasmagoria 2: A Puzzle of Flesh,PC,,6,1267488000
phantasmagoria,Phantasmagoria,PC,,13,809222400
touhou-kaeizuka-phantasmagoria-of-flower-view,Touhou Kaeizuka: Phantasmagoria of Flower View,PC,Touhou Project,3,1123977600
amusement-planet-phantasmagoria,Amusement Planet Phantasmagoria,PC,,0,820368000
phantasy-star-0,Phantasy Star 0,DS,Phantasy Star,1,1230163200
phantasy-star-collection--1,Phantasy Star Collection,GBA,Phantasy Star,0,1046995200
sega-ages-2500-vol-32-phantasy-star-complete-collection,Sega Ages 2500 Vol. 32: Phantasy Star Complete Collection,PS3,Phantasy Star,0,1355875200
phantasy-star-iii-generations-of-doom,Phantasy Star III: Generations of Doom,PC,Phantasy Star,3,1335916800
phantasy-star-iv-the-end-of-the-millennium,Phantasy Star IV: The End of the Millennium,PC,Phantasy Star,9,1336003200
phantasy-star-nova,Phantasy Star Nova,PSV,Phantasy Star,0,1427328000
phantasy-star-online-2-cloud,Phantasy Star Online 2: Cloud,NS,Phantasy Star,0,1522800000
phantasy-star-online-2-new-genesis,Phantasy Star Online 2 New Genesis,PC,Phantasy Star,3,1623196800
phantasy-star-online-2-new-genesis-limited-edition,Phantasy Star Online 2 New Genesis: Limited Edition,NS,,0,1629331200
phantasy-star-online-2-new-genesis-start-dash-rappy-edition,Phantasy Star Online 2 New Genesis: Start Dash Rappy Edition,XOne,,0,1623110400
phantasy-star-online-2-new-genesis-aelio-nadar-deluxe-edition,Phantasy Star Online 2 New Genesis: Aelio Nadar Deluxe Edition,XOne,,0,1629331200
phantasy-star-online-2-new-genesis-aelio-nager-deluxe-edition,Phantasy Star Online 2 New Genesis: Aelio Nager Deluxe Edition,XOne,,0,1629331200
phantasy-star-online-2-episode6-stars,Phantasy Star Online 2: EPISODE6 Stars,PC,Phantasy Star,0,1607472000
phantasy-star-online-blue-burst,Phantasy Star Online: Blue Burst,PC,Phantasy Star,2,1117584000
phantasy-star-online-episode-i-and-ii-plus,Phantasy Star Online Episode I & II Plus,GC,Phantasy Star,0,1072828800
phantasy-star-online-episode-i-and-ii,Phantasy Star Online Episode I & II,XB,Phantasy Star,2,1053648000
phantasy-star-online-episode-iii-card-revolution,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Phantasy Star,1,1086912000
phantasy-star-online-ver-2,Phantasy Star Online Ver. 2,PC,Phantasy Star,0,1008806400
phantasy-star-portable-2-infinity,Phantasy Star Portable 2 Infinity,PSP,,0,1298505600
phantasy-star-portable,Phantasy Star Portable,PSP,,0,1238716800
phantasy-star-universe,Phantasy Star Universe,X360,,4,1164326400
phantom-abyss,Phantom Abyss,PC,,0,1624233600
phantom-brave-the-hermuda-triangle,Phantom Brave: The Hermuda Triangle,PSP,Phantom Brave,0,1299542400
phantom-brave-the-hermuda-triangle-remastered,Phantom Brave: The Hermuda Triangle Remastered,NS,,0,1630368000
phantom-brave-we-meet-again,Phantom Brave: We Meet Again,Wii,,0,1236816000
phantom-brave,Phantom Brave,PSP,,0,1288224000
phantom-brave-pc,Phantom Brave PC,PC,,1,1469404800
phantom-breaker-battle-grounds-overdrive,Phantom Breaker: Battle Grounds Overdrive,NS,Steins;Gate,0,1512604800
phantom-breaker-battle-grounds,Phantom Breaker: Battle Grounds,X360,,4,1361923200
phantom-breaker-omnia,Phantom Breaker: Omnia,PC,Phantom Breaker,0,1647302400
phantom-breaker,Phantom Breaker,X360,,0,1339459200
phantom-breaker-extra,Phantom Breaker: Extra,X360,Phantom Breaker,0,1379548800
phantom-crash,Phantom Crash,XB,,1,1037923200
phantom-doctrine--1,Phantom Doctrine,PC,,20,1534204800
phantom-dust,Phantom Dust,XB,,0,1095897600
phantom-of-inferno,Phantom of Inferno,X360,,0,1351123200
phantom-rose,Phantom Rose,PC,,0,1565222400
phantom-rose-scarlet,Phantom Rose Scarlet,iOS,,0,1593907200
pharaoh,Pharaoh,PC,,20,946598400
pharaonic,Pharaonic,PC,,0,1461801600
pheasants-forever-wingshooter,Pheasants Forever: Wingshooter,Wii,,0,1289001600
phil-of-the-future,Phil of the Future,GBA,,0,1161820800
philosoma,Philosoma,PS,,0,840844800
phase-paradox,Phase Paradox,PS2,,0,990662400
phineas-and-ferb-quest-for-cool-stuff,Phineas and Ferb: Quest for Cool Stuff,X360,Phineas & Ferb,0,1376352000
phineas-and-ferb,Phineas and Ferb,DS,Disney,1,1236038400
phineas-and-ferb-new-inventions,Phineas and Ferb: New Inventions,PC,,0,1420156800
phineas-and-ferb-day-of-doofenshmirtz,Phineas and Ferb: Day of Doofenshmirtz,PSV,,0,1447200000
phobos-vector-prime-the-first-ring,Phobos Vector Prime: The First Ring,PS4,,0,1523491200
phoenix-wright-ace-attorney-trials-and-tribulations,Phoenix Wright: Ace Attorney − Trials and Tribulations,PC,Ace Attorney,36,1143763200
phoenix-point,Phoenix Point,PC,,17,1575331200
phoenix-point-year-one-edition,Phoenix Point: Year One Edition,PC,,1,1606953600
phoenix-point-behemoth-edition,Phoenix Point: Behemoth Edition,PS4,,0,1633046400
phoenix-wright-ace-attorney-dual-destinies,Phoenix Wright: Ace Attorney − Dual Destinies,iOS,Ace Attorney,24,1376438400
phoenix-wright-ace-attorney-dual-destinies-turnabout-reclaimed,Phoenix Wright: Ace Attorney - Dual Destinies - Turnabout Reclaimed,3DS,Ace Attorney,0,1384992000
phoenix-wright-ace-attorney-justice-for-all,Phoenix Wright: Ace Attorney − Justice for All,PC,Ace Attorney,34,1143763200
phoenix-wright-ace-attorney-spirit-of-justice,Phoenix Wright: Ace Attorney − Spirit of Justice,iOS,Ace Attorney,22,1505952000
phoenix-wright-ace-attorney-trilogy,Phoenix Wright: Ace Attorney Trilogy,PC,Ace Attorney,10,1554768000
phoenix-wright-ace-attorney-trilogy-hd,Phoenix Wright: Ace Attorney Trilogy HD,iOS,Ace Attorney,0,1369872000
phogs,PHOGS!,PC,,0,1606953600
photo-clock,Photo Clock,DSi,,0,1255046400
photo-dojo,Photo Dojo,DSi,Photo Dojo,0,1260921600
photokano-kiss,PhotoKano Kiss,PSV,,0,1366848000
photo-phantasy-spot-the-differences,Photo Phantasy: Spot the Differences,DS,,0,1296518400
photos-with-mario,Photos with Mario,3DS,Mario,0,1366675200
physical-contact-2048,Physical Contact: 2048,NS,,0,1504742400
physical-contact-picture-place,Physical Contact: Picture Place,NS,,0,1506556800
physical-contact-speed,Physical Contact: SPEED,NS,,0,1501113600
playground-ar-physics-sandbox,Playground AR: Physics Sandbox,iOS,,0,1510185600
physio-fun-balance-training,PHYSIO FUN Balance Training,Wii,,0,1284076800
physiofun-pelvic-floor-training,Physiofun: Pelvic Floor Training,Wii,,0,1302220800
pia-carrot-e-youkoso-2-dot-2,Pia Carrot e Youkoso!! 2.2,GBC,,0,975715200
pia-carrot-e-youkoso-2,Pia Carrot e Youkoso!! 2,PC,,0,878256000
pia-carrot-e-youkoso-3-dot-3,Pia Carrot e Youkoso!! 3.3,GBA,,0,1082678400
pic-a-pix-color,Pic-a-Pix Color,WiiU,,0,1492041600
pic-a-pix-color-2,Pic-a-Pix Color 2,PS4,,0,1562457600
pic-a-pix-deluxe,Pic-a-Pix Deluxe,NS,,1,1515024000
pic-pic,Pic Pic,DS,,0,1202428800
pic-a-pix-pieces,Pic-a-Pix Pieces,NS,,0,1547769600
pic-guesser,Pic Guesser,PC,,0,1494547200
picdun-2-witchs-curse,Picdun 2: Witch's Curse,3DS,,0,1345593600
pick-a-gem,Pick-A-Gem,3DS,,0,1406160000
picnic--1,PICNIC,Linux,,0,1520121600
the-messenger-picnic-panic,The Messenger: Picnic Panic,PC,,1,1562803200
picotto-knights,Picotto Knights,PSV,,0,1348099200
picross-2,Picross 2,3DS,Mario,0,1351036800
picross-3d,Picross 3D,WiiU,,3,1489622400
picross-3d-round-2,Picross 3D: Round 2,3DS,Pictionary,0,1443657600
picross-s-genesis-and-master-system-edition,Picross S: Genesis & Master System Edition,NS,Picross,1,1628121600
picross-s,Picross S,NS,,1,1506556800
pokemon-picross,Pokémon Picross,3DS,Pokémon,2,1449014400
picross-ds,Picross DS,DS,,3,1181174400
picross-e,Picross e,3DS,,0,1371081600
picross-e3,Picross e3,3DS,,0,1370995200
picross-e4,Picross e4,3DS,,0,1384905600
picross-s2,Picross S2,NS,,0,1533168000
picross-s3,Picross S3,NS,,0,1556150400
picross-s4,Picross S4,NS,,0,1587600000
picross-s5,Picross S5,NS,,0,1606348800
picross-s6,Picross S6,NS,Picross,0,1619049600
pictionary-ultimate-edition-udraw,Pictionary: Ultimate Edition (uDraw),X360,,0,1323907200
pictionary,Pictionary,iOS,,1,1514678400
udraw-pictionary,uDraw Pictionary,X360,Pictionary,1,1289692800
pictionary-the-game-of-video-quick-draw,Pictionary: The Game of Video Quick Draw,SNES,,0,649468800
pictoimage,PictoImage,DS,,0,1220572800
picturebook-games-pop-up-pursuit,PictureBook Games: Pop-Up Pursuit,Wii,,0,1238025600
picturebook-games-the-royal-bluff,PictureBook Games: The Royal Bluff,DSi,,0,1253059200
piczle-lines-dx,Piczle Lines DX,NS,,0,1503532800
piczle-lines-dx-bundle,Piczle Lines DX Bundle,NS,,0,1596672000
piczle-lines-dx-500-more-puzzles,Piczle Lines DX 500 More Puzzles!,NS,,0,1532563200
pid--1,P.I.D.,PC,,0,1602547200
pid,Pid,X360,,10,1351641600
pier-solar-and-the-great-architects,Pier Solar and the Great Architects,PC,,0,1412035200
piggy-peters-adventure,Piggy Peter’s Adventure,PC,,0,1559606400
pigmentum,PIGMENTUM,PC,,0,1485129600
pika-pika-nurse-monogatari-hatsuratsu-nurse-ikusei-game,Pika Pika Nurse Monogatari: Hatsuratsu Nurse Ikusei Game,GBA,,0,1073865600
pikmin-2,Pikmin 2,WiiU,Pikmin,25,1490832000
pikmin-2-colossal-caverns,Pikmin 2 Colossal Caverns,GC,Pikmin,1,1595894400
pikmin-3-deluxe,Pikmin 3 Deluxe,NS,Pikmin,2,1603929600
pikmin-3,Pikmin 3,WiiU,Pikmin,24,1375488000
pikmin,Pikmin,GC,Pikmin,39,1004054400
pikuniku,Pikuniku,PC,,8,1548288000
pikuniku-collectors-edition,Pikuniku: Collector's Edition,PC,,0,1548288000
pile-up,Pile Up!,PC,,0,1616025600
pilgrim-faith-as-a-weapon,Pilgrim: Faith as a Weapon,PC,,0,883526400
scott-pilgrim-vs-the-world-the-game,Scott Pilgrim vs. the World: The Game,X360,Scott Pilgrim,11,1287532800
pilgrims,Pilgrims,PC,,0,1570320000
pilgrim,Pilgrim,PC,,0,1437696000
pillars-of-eternity-complete-edition,Pillars of Eternity: Complete Edition,NS,,9,1565136000
pillars-of-eternity-ii-deadfire,Pillars of Eternity II: Deadfire,PC,,42,1525737600
pillars-of-eternity-2-deadfire-beast-of-winter,Pillars of Eternity 2: Deadfire - Beast of Winter,PC,,0,1533168000
pillars-of-eternity,Pillars of Eternity,PC,,119,1427328000
pillars-of-eternity-hero-edition,Pillars of Eternity: Hero Edition,NS,,0,1502150400
pillars-of-eternity-deadfire-pack,Pillars of Eternity: Deadfire Pack,PC,,0,1510704000
pillow-pets,Pillow Pets,DS,,0,1321574400
pilot-academy,Pilot Academy,PSP,,0,1164585600
pilot-brothers-3-back-side-of-the-earth,Pilot Brothers 3: Back Side of the Earth,PC,,1,1421884800
pilot-down-behind-enemy-lines,Pilot Down: Behind Enemy Lines,XB,,0,1128816000
pilot-sports,Pilot Sports,PC,,0,1564531200
pilotwings-64,Pilotwings 64,N64,Pilotwings,6,857174400
pilotwings-resort,Pilotwings Resort,3DS,,1,1302739200
pilotwings,Pilotwings,WiiU,Pilotwings,4,1372896000
pimp-my-ride,Pimp My Ride,X360,Pimp My Ride,0,1165276800
pin-bot,Pin-Bot,SNES,,0,638928000
pinball-advance,Pinball Advance,GBA,,0,1036972800
pinball-challenge-deluxe,Pinball Challenge Deluxe,GBA,,0,1028505600
pinball-deluxe,Pinball Deluxe,GB,,0,820368000
pinball-fantasies,Pinball Fantasies,GB,,3,820368000
pinball-fantasies-deluxe,Pinball Fantasies Deluxe,PC,,0,1298332800
pinball-fun,Pinball Fun,PS2,,0,1088121600
pinball-fx--1,Pinball FX,PC,,0,1646092800
pinball-fx,Pinball FX,X360,,1,1178323200
marvel-pinball,Marvel Pinball,X360,,0,1291766400
pinball-fx3-bethesda-pinball,Pinball FX3: Bethesda Pinball,XOne,,0,1506384000
pinball-fx3-aliens-vs-pinball,Pinball FX3: Aliens vs Pinball,XOne,,0,1506384000
pinball-fx3-star-wars-pinball,Pinball FX3: Star Wars Pinball,PC,Star Wars,0,1506384000
pinball-fx3-star-wars-pinball-heroes-within,Pinball FX3: Star Wars Pinball - Heroes Within,PC,Star Wars,0,1506384000
pinball-fx3-star-wars-pinball-unsung-heroes,Pinball FX3: Star Wars Pinball - Unsung Heroes,PC,Star Wars,0,1506384000
pinball-fx3-star-wars-pinball-the-force-awakens,Pinball FX3: Star Wars Pinball - The Force Awakens,PC,Star Wars,0,1506384000
the-pinball-of-the-dead,The Pinball of the Dead,GBA,,0,1024185600
pinball-hall-of-fame-the-gottlieb-collection,Pinball Hall of Fame: The Gottlieb Collection,PSP,,0,1133827200
pinball-hall-of-fame-the-williams-collection,Pinball Hall of Fame: The Williams Collection,X360,,0,1253577600
pinball-heroes-uncharted-drakes-fortune,Pinball Heroes: Uncharted Drake's Fortune,PSP,,0,1268179200
pinball-jam--1,Pinball Jam,NS,,0,1641427200
pinball-mania,Pinball Mania,GB,,0,791596800
pinball-pulse-the-ancients-beckon,Pinball Pulse: The Ancients Beckon,DSi,,0,1267747200
pinball-quest,Pinball Quest,SNES,,0,649296000
pinball-tycoon,Pinball Tycoon,GBA,,0,1041465600
pinball-wizard--2,Pinball Wizard,iOS,,0,1577750400
the-pinball-wizard,The Pinball Wizard,iOS,,0,1568851200
pinballistik,Pinballistik,PS3,,0,1318982400
pinchcliffe-grand-prix,Pinchcliffe Grand Prix,PC,Flåklypa Grand Prix,2,978220800
pineview-drive,Pineview Drive,PC,,0,1406764800
pineview-drive-homeless,Pineview Drive - Homeless,PC,,0,1554422400
ping-pals,Ping Pals,DS,,0,1111017600
pink-dot-blue-dot,PINK DOT BLUE DOT,3DS,,0,1489017600
pink-panther-pinkadelic-pursuit--1,Pink Panther: Pinkadelic Pursuit,PC,Pink Panther,0,1037923200
pink-panther-pinkadelic-pursuit,Pink Panther: Pinkadelic Pursuit,GBA,Pink Panther,9,1037318400
pink-pong,Pink Pong,PS2,,0,1111708800
pinkalicious,Pinkalicious,DS,,0,1301356800
pinkalicious-party,Pinkalicious Party,iOS,,0,1519603200
pinky-and-the-brain-the-master-plan,Pinky and the Brain: The Master Plan,GBA,,0,1012521600
pinky-monkey-town,Pinky Monkey Town,GBA,,0,1008892800
pinobee-and-phoebee,Pinobee & Phoebee,GBA,,0,1026950400
pinobee-wings-of-adventure,Pinobee: Wings of Adventure,GBA,,0,993168000
pinocchios-puzzle,Pinocchio's Puzzle,Wii,,0,1321488000
number-pinocchio-super-puzzles-dream,#Pinocchio: Super Puzzles Dream,NS,,0,1626912000
pioneer,Pioneer,PC,,0,1367625600
pioneers,Pioneers,PC,,0,1158364800
pipe-dream--2,Pipe Dream,PC,,1,662688000
pipe-dream,Pipe Dream,PC,,0,660009600
pipe-dreams-3d,Pipe Dreams 3D,PS,Pipe Mania,0,1003795200
simulacra-pipe-dreams,SIMULACRA: Pipe Dreams,PC,,0,1540425600
pipe-madness,Pipe madness,PSP,,0,1297987200
pipe-mania--1,Pipe Mania,PSP,,0,1230681600
pipe-push-paradise,Pipe Push Paradise,PC,,0,1516320000
pipo-saru-2001,Pipo Saru 2001,PS2,Ape Escape,0,994291200
pirate-blast,Pirate Blast,Wii,,0,1300147200
tales-of-pirates,Tales of Pirates,PC,,0,1175212800
